id	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
TCGA-LL-A73Z	0.086318712	0	0.030159244	0.09105337	0	0.154031084	0.012464811	0.043964592	0.047755784	0.003453994	0	0.027603897	0.000266551	0.064807623	0.19340132	0.12339918	0.020587262	0	0.100732576	0	0	0
TCGA-A2-A0YH	0.025573819	0	0.066577485	0.130962872	0	0.123002068	0.030478644	0.03532285	0.018496968	0	0	0	0.005264859	0.080493822	0.045041179	0.292796744	0	0.029036619	0.093547561	0	0	0.02340451
TCGA-BH-A0B9	0.030027794	0	0	0.238840445	0	0.03884567	0.10372252	0.061669377	0.072857405	0	0	0.002097175	0	0.132109151	0.1124135	0.07745918	0.084538056	0	0.045419728	0	0	0
TCGA-AQ-A1H2	0	0	0.001667108	0.070924498	0	0.13023915	0.003217743	0.024606573	0.007003554	0	0.008382393	0.001362381	0.122803316	0.006404507	0.08316584	0.457410296	0.001622587	0	0.073664079	0	0	0.007525975
TCGA-BH-A18S	0.053724036	0	0.003783789	0.098639117	0	0.123024238	0	0.015378994	0.004356502	0.007585987	0	0.020690017	0.047406686	0.162387283	0.026482687	0.358989123	0	0	0.073599564	0	0.003951977	0
TCGA-E2-A1BD	0.084105463	0	0.009179967	0.105617998	0	0.140214531	0	0.063160862	0	0	0	0.030270109	0	0.184584196	0.105910763	0.18256546	0.008204491	0	0.083113785	0	0	0.003072376
TCGA-C8-A134	0.026798417	0.007483097	0	0.010030215	0	0.105610892	0.04905224	0.049271223	0.0156011	0.047763345	0	0	0	0.407187824	0.176122552	0.088286751	0	0	0.016792346	0	0	0
TCGA-A2-A0SV	0.009492064	0	0.001885126	0.031756873	0	0.20599244	0.01216386	0.052920495	0.028703692	0	0	0.001810022	0.003838827	0.225127112	0.076025854	0.296602772	0.008748515	0	0.034592252	0	0	0.010340096
TCGA-A2-A3XZ	0.202684517	0	0.109305419	0.074932356	0	0.19129137	0.040582916	0.01486995	0.060220867	0	0	0.007374981	0	0.027832088	0.055232529	0.142981283	0.037936236	0	0.03260855	0	0	0.002146938
TCGA-BH-A0BZ	0.037450305	0	0.011373232	0.193403854	0	0.092917849	0.050977634	0.058217254	0.072538051	0.053805748	0	0.00919543	0	0.098847244	0.130267333	0.127255844	0.009850269	0	0.053899953	0	0	0
TCGA-OL-A5D8	0	0.025156101	0.036757299	0.070705	0	0.189126972	0.000470203	0.07965948	0.053938397	0	0	0.013973582	0	0.242276393	0.089984644	0.133947784	0.009063375	0	0.05494077	0	0	0
TCGA-GM-A2DC	0.074839749	0	0.014697464	0.180501861	0	0.136149429	0	0.055923337	0.038089234	0	0	0.040833437	0.011790732	0	0.141226469	0.182219882	0.008463122	0	0.115265282	0	0	0
TCGA-E2-A1B5	0.060364798	0.024513698	0.079913082	0.198977034	0	0.159044883	0.0156265	0.031246574	0.108778544	0.013093902	0	0.045537495	0	0.064990561	0.069610749	0.048026073	0.002623663	0.011618872	0.066033571	0	0	0
TCGA-BH-A0W3	0.023380562	0	0.001316984	0.024986445	0	0.172024789	0	0.048977835	0.008544942	0	0	0.025319641	0.212852682	0	0.062026152	0.313386436	0.00756262	0.010047904	0.08957301	0	0	0
TCGA-UL-AAZ6	0.036119937	0	0.002728433	0.020885132	0	0.128663597	0	0	0.0253828	0	0	0.030186246	0	0.337779639	0.054654763	0.313115695	0	0	0.050483759	0	0	0
TCGA-A1-A0SF	0.120464325	0	0.189819522	0.25614859	0	0.215906158	0.00906829	0	0.006168389	0.007187037	0	0	0.004122802	0.01721399	0.049639923	0.070702854	0.013481425	0.003816109	0.036260586	0	0	0
TCGA-A1-A0SE	0.140896511	0	0.042265426	0.122408021	0	0.28959741	0	0	0.024750123	0	0	0.017089528	0.012942583	0.014540711	0.099818842	0.081769219	0.037274424	0	0.116647202	0	0	0
TCGA-AR-A24W	0.131302549	0	0.085662238	0.066829382	0	0.208393114	0	0.014463401	0	0.010465325	0	0	0	0	8.02E-05	0.136695747	0.053674124	0.052887799	0.223873916	0.012377417	0	0.003294786
TCGA-AR-A256	0.004101851	0	0	0.019546527	0	0.196989532	0	0.062630555	0.006407586	0	0.010283831	0	0	0.316206145	0.055950643	0.11221234	0.089690974	0.108739337	0	0.01724068	0	0
TCGA-EW-A1IY	0.041508261	0	0.00254524	0.148257524	0	0.25753564	0.036658626	0.038086614	0.006971615	0.082887453	0	0.009637998	0	0.001873203	0.120586291	0.088593132	0.111980993	0.008187594	0.044689816	0	0	0
TCGA-BH-A201	0.091889718	0	0.012969658	0.037218117	0	0.01744214	0.010751329	0.050049094	0	0	0.000822625	0.002935242	0	0.593063166	0.041044881	0.078792072	0	0	0.063021957	0	0	0
TCGA-BH-A1FL	0.109744398	0	0	0.122887133	0	0.235051242	0	0.070703286	0.002406043	0.018366086	0	0	0	0.099477475	0.074453466	0.14528497	0.010576853	0	0.111049048	0	0	0
TCGA-A7-A0DC	0	0	0.025263511	0	0	0.26226117	0	0.008218541	0	0.022908023	0.027151276	0	0	0.443740867	0.004268273	0.085776122	0	0	0.120412217	0	0	0
TCGA-D8-A27R	0.043868058	0	0.021833237	0.173773264	0	0.141639909	0.023106696	0.030974218	0.024842873	0.027967949	0	0	0.025043752	0.026593912	0.088588674	0.231490888	0.070624166	0	0.069652403	0	0	0
TCGA-AR-A2LM	0.067451322	0	0.009413645	0.129789701	0	0.201027612	0	0.047687265	0	0.007214493	0	0.009047929	0.045028674	0.002699662	0.07905339	0.116153198	0.052915792	0	0.232517318	0	0	0
TCGA-AN-A0FF	0.08583445	0	0.002055147	0.119649814	0	0.085841587	0.005990461	0.033822919	0.015256915	0.05329563	0	0	0	0.212877599	0.093234214	0.244828916	0.012630943	0	0.02807558	0.006605825	0	0
TCGA-EW-A1J1	0.03473106	0	0.008321019	0.111305825	0	0.276232925	0.033247424	0.040959169	0	0.041287401	0	0	0	0.115224063	0.121133126	0.171374724	0.022259615	0	0.02392365	0	0	0
TCGA-AC-A3W5	0.058789114	0	0	0.160546701	0	0.057234267	0	0.048192263	0.070059971	0	0	0.01774939	0.000735493	0.268402026	0.111196041	0.122218435	0.019087259	0	0.06578904	0	0	0
TCGA-A7-A0DA	0	0.011401406	0.00114638	0.062679755	0	0.119797615	0	0.033095744	0.038337444	0	0	0	0	0.444419402	0.084812888	0.201912473	0	0	0.002396892	0	0	0
TCGA-A8-A08Z	0.020318669	0	0.005661359	0.017730233	0	0.162457429	0	0.011078766	0.015417988	0	0	0	0.06012215	0.420441378	0.040735054	0.186268778	0.00638917	0	0.053379026	0	0	0
TCGA-LL-A740	0.002939141	0	0.025508941	0.014009204	0	0.095565287	0.02825216	0.02787953	0.017311439	0	0	0.00255067	0	0.379647155	0.027451139	0.163119043	0.11460861	0.039016347	0.062141336	0	0	0
TCGA-A2-A0CU	0.099035195	0	0.006343386	0.072813101	0	0.228234361	0	0.056530078	0.006770921	0.000833195	0	0.025840751	0.004318925	0	0.09900108	0.171891926	0.043108285	0	0.176113227	0	0	0.00916557
TCGA-B6-A0I1	0.06976615	0	0.021586436	0.020610322	0	0.025254188	0	0.001231934	0.023071627	0	0.00478993	0	0	0.639649278	0.076110191	0.057470933	0	0.048124686	0.012334326	0	0	0
TCGA-BH-A0HW	0.011026856	0	0.006966434	0.014107212	0	0.122796743	0	0.023918168	0.028063189	0	0	0.037943014	0	0.314525785	0.016143909	0.265294559	0.017987722	0.030163865	0.111062543	0	0	0
TCGA-A8-A09K	0.002265916	0	0.026892465	0.286667837	0	0.096829849	0.071403967	0.062465249	0.034108856	0	0	0	0	0.079859525	0.069700414	0.126644138	0.009062568	0	0.134099217	0	0	0
TCGA-BH-A42V	0.104317242	0	0.051940341	0.109212192	0	0.183890446	0	0.06272211	0.040108204	0.015779668	0	0.018127044	0.004762311	0.175059509	0.060917749	0.095147111	0.015546635	0	0.062469438	0	0	0
TCGA-AC-A2FF	0.065202411	0	0.073147993	0.125483458	0	0.226011996	0.022386917	0.017997423	0.011593745	0.026303906	0	0	0	0.022167932	0.075106339	0.146182361	0.080330068	0	0.108085451	0	0	0
TCGA-AC-A2FE	0.040767728	0	0.001081715	0.293823237	0	0.167745872	0.011453034	0.052083883	0.060862998	0	0	0.046029655	0.011119724	0.017364155	0.091732214	0.100700176	0.058906025	0.015507458	0.02077243	0	0	0.010049695
TCGA-A2-A4RW	0.086299886	0	0.052465416	0.138787148	0	0.159224945	0.011496735	0.023269179	0.04496348	0	0	0.014725318	0.0070763	0	0.080363336	0.132980713	0.046294332	0	0.201935122	0	0	0.00011809
TCGA-E9-A1N3	0.071545239	0	0.013856681	0.058176322	0	0.097850154	0	0.058091186	0.006629716	0.002436349	0	0	0.037547285	0.046060458	0.061354127	0.335650125	0.069652118	0	0.120314503	0.003549736	0	0.017286002
TCGA-A7-A3J1	0.082818169	0	0	0.143203833	0	0.295716873	0.012359698	0.026370442	0.054554407	0	0	0.003650368	0	0.052503579	0.079075516	0.158177509	0	0.014396783	0.077172822	0	0	0
TCGA-A7-A6VX	0.001680695	0	0.003478253	0.024542532	0	0.117527623	0	0.056525884	0.009768366	0	0	0.025484207	0	0.420503647	0.068336801	0.21954821	0.010707264	0	0.041896516	0	0	0
TCGA-LL-A5YO	0.115542274	0	0.036446434	0.149392803	0	0.08136936	0.049076777	0.06667529	0.054081404	0.038694944	0	0.016153294	0	0.167693886	0.083674871	0.061989575	0.020917785	0	0.058291302	0	0	0
TCGA-GM-A3XN	0.201614623	0	0.059992968	0.075416993	0	0.21692442	0.014616786	0.024148826	0.01237659	0.025437616	0	0	0.001790045	0.192800752	0.09028973	0.055127341	0	0	0.029463309	0	0	0
TCGA-AR-A0TW	0.052306383	0	0.039389814	0.279986697	0	0.078209333	0.147651381	0.028522726	0	0.000140328	0	0.008708254	0	0.035802206	0.073707169	0.144938902	0.015634937	0.000467923	0.089342418	0	0	0.005191528
TCGA-A2-A1G4	0.088619163	0	0.075459342	0.107802988	0	0.219510652	0	0.079014147	0	0	0	0.010870107	0.052876452	0.033003944	0.072293269	0.17505991	0.010143294	0	0.071461507	0	0	0.003885225
TCGA-BH-A0E1	0.078114511	0	0.056567064	0.036405687	0	0.066335748	0	0.035004199	0	0	0	0.017714971	0	0.427119095	0.023718134	0.13793323	0.025081854	0	0.096005508	0	0	0
TCGA-AO-A1KO	0.032904808	0	0.080740369	0.099918983	0	0.40473183	0.00809331	0	0	0	0	0.006725224	0.000382126	0.025640332	0.013255622	0.236695331	0.027435848	0.04767764	0.015798578	0	0	0
TCGA-A8-A0A1	0.007999214	0	0.003065761	0.021418353	0	0.08326979	0.018661107	0.042731251	0.032752229	0.020857269	0	0	0	0.489772064	0.091875316	0.10204754	0.00670679	0	0.078843316	0	0	0
TCGA-A8-A091	0.146612585	0	0.004331835	0.004782583	0	0.193620206	0.01420932	0	0.014537699	0.019535236	0	0	0	0.180715844	0.089859111	0.251384159	0.004699096	0	0.074827405	0	0	0.00088492
TCGA-GM-A2DA	0.146037154	0	0.089536415	0.19280089	0	0.253032715	0.000648321	0.047298451	0.01707595	0.008305575	0	0.042416557	0.000327458	0.007445354	0.082187548	0.04016048	0.006650733	0	0.066076399	0	0	0
TCGA-B6-A0IK	0.127477123	0	0.01769042	0.179788039	0	0.112597941	0.01701018	0.069375469	0.015453628	0.03838637	0	0	0.000251129	0.125060527	0.129264258	0.073408497	0.009106873	0	0.085129545	0	0	0
TCGA-AR-A252	0.038769823	0	0.065022558	0.100695517	0	0.34280935	0.037816879	0	0.016660942	0.088136739	0	0	0.004960786	0.027285797	0.077483741	0.133567806	0.02517862	0	0.041611443	0	0	0
TCGA-A8-A07Z	0.026662828	0	0	0.088561843	0	0	0.003028945	0.000829527	0.018523417	0.08225975	0	0	0.025074784	0	0	0.405013271	0.032196275	0.158547912	0.159301448	0	0	0
TCGA-BH-A18V	0.019308178	0	0.002572525	0.012715742	0	0.146145844	0.02790288	0.04243513	0.021870106	0	0	0.016546248	0	0.434448978	0.093184982	0.140221068	0	0	0.042648319	0	0	0
TCGA-BH-A0HF	0.060945988	0	0.001370683	0.045733991	0	0.108487141	0.00961926	0.012151764	0	0.025176922	0	0	0	0.451530566	0.077789262	0.129755666	0.017737123	0	0.059701633	0	0	0
TCGA-S3-AA17	0.058671812	0	0.018180753	0.141421701	0	0.121960073	0.074316042	0.012425339	0.065144815	0	0.055322304	0	0	0.213015898	0.104215804	0.098941187	0	0.000717739	0.035666535	0	0	0
TCGA-B6-A409	0.061805123	0	0.008186083	0.086389945	0	0.221215367	0.012513566	0.045140228	0.06108462	0.002252439	0	0.009907542	0	0.176932553	0.113287952	0.113505589	0.014370261	0	0.065245188	0	0	0.008163544
TCGA-AR-A1AP	0.05136484	0	0.00765859	0.105082548	0	0.12901793	0.007055273	0.010000258	0.007948176	0.0134639	0	0	0.000295331	0.144513398	0.166009787	0.250490061	0.011942814	0	0.091574342	0	0	0.003582752
TCGA-B6-A0RH	0.166978054	0	0.193715816	0.027449888	0	0.01184145	0.001736072	0.047824885	0.026795276	0.006477652	0	0.031429869	0	0.212536172	0.097546934	0.085208619	0	0.005535894	0.084923419	0	0	0
TCGA-C8-A12O	0.101761557	0	0.032094602	0.038473929	0	0.117128153	0	0.049773865	0.04673665	0	0	0	0	0.321424592	0.067454851	0.161754236	0	0	0.060958662	0	0	0.002438903
TCGA-C8-A1HF	0.024846954	0	0.038512609	0.257572493	0	0.191850497	0.086861529	0.042237634	0.011901155	0.036693946	0	0.000294851	0.012369263	0.005741299	0.074387071	0.210653708	0.004501679	0	0	0	0	0.001575312
TCGA-C8-A1HE	0.066691269	0	0.005053846	0.049283159	0	0.336351141	0.005686425	0.028156088	0.004641691	0	0.011099197	0	0.122685516	0	0.095713165	0.207020381	0.020267691	0.005293769	0.035693676	0	0	0.006362986
TCGA-E2-A108	0.031773307	0	0.001858197	0.196499152	0	0.202353355	0.020596531	0.053336204	0.015577174	0.038378515	0	0.034761556	0	0.088916774	0.085685793	0.09025728	0.022850161	0	0.117156004	0	0	0
TCGA-A8-A079	0.027340172	0	0.03821496	0.097318599	0	0.141912293	0	0.012823795	0.042421013	0	0	0	0.017029203	0.25467266	0.079632511	0.250939947	0	0	0.030348642	0	0	0.007346206
TCGA-B6-A0I8	0.101072948	0	0.069231105	0.038572731	0	0.024536628	0	0.018154396	0.01579315	0	0.016653289	0	0.04337249	0.141630353	0.07578768	0.307530184	0.009968099	0.018837333	0.110621298	0	0	0.008238317
TCGA-AR-A5QP	0.075099289	0	0.13811586	0.104301045	0	0.099939628	0	0.036999179	0.025125509	0	0	0.023320555	0.002909786	0.158621735	0.066047733	0.202438769	0.014158359	0	0.052922554	0	0	0
TCGA-OL-A5RU	0.127834818	0	0.068688393	0.212704795	0	0.114900026	0.002842425	0.055260509	0.071146693	0	0	0.037038892	0	0.105412039	0.047537668	0.06447593	0.031722917	0	0.060434896	0	0	0
TCGA-A7-A0DB	0.001703405	0.004807077	0.001984871	0	0	0.174128155	0	0.00669904	0.004286416	0	0.020234931	0.009641743	0	0.525311148	0.009965077	0.105752372	0.022317599	0	0.113168168	0	0	0
TCGA-AO-A0J9	0.057036992	0	0.006738619	0.134298412	0	0.24741134	0.006408162	0	0.036379848	0	0	0.017315637	0	0.199754365	0.071986975	0.132351784	0.042210151	0	0.048107715	0	0	0
TCGA-BH-A0BP	0.064319421	0	0.028675204	0.025965538	0	0.092826925	0	0.042361796	0.01603001	0	0	0	0	0.400713032	0.083439772	0.141352627	0.018350235	0	0.08596544	0	0	0
TCGA-D8-A1JM	0.002531185	0	0.001463639	0.251970593	0	0.244146813	0.096404611	0.058954601	0.020887829	0	0	0.011873855	0	0.070819967	0.126179426	0.051018465	0	0.015307886	0.04844113	0	0	0
TCGA-C8-A12V	0.007513448	0.015232452	0.021754878	0.219709581	0	0.073100346	0.043641248	0.047017743	0.044749564	0	0	0.030311665	0	0.100579621	0.187903586	0.106091834	0.054388016	0	0.048006017	0	0	0
TCGA-BH-A0DI	0.069948894	0	0.002690286	0.081787007	0	0.117062018	0.01507839	0.004952961	0.02330422	0.029812602	0	0.012438885	0	0.303803021	0.126143778	0.11587354	0.015268765	0	0.081835633	0	0	0
TCGA-A7-A56D	0	0.007705524	0.067556634	0.011747994	0	0.033357573	0	0.027550657	0.026081884	0	0	0.0538305	0.014956444	0.388757767	0.017208758	0.181956282	0	0.068590173	0.100699809	0	0	0
TCGA-AO-A0J7	0.088011149	0	0.006702143	0.082200798	0	0.111659791	0	0.012443251	0.02923608	0	0	0.029918799	0.018900889	0.322869616	0.055385599	0.016240017	0.093096303	0	0.133335565	0	0	0
TCGA-B6-A0WW	0.046201199	0	0.008606551	0.062297924	0	0.185431986	0.024335739	0.065614922	0.021410499	0	0.008942344	0	0.012124849	0.18844821	0.14850183	0.162352939	0	0	0.065731009	0	0	0
TCGA-E2-A14N	0.049038843	0	0.002745876	0.067053313	0	0.375567375	0.073002712	0.031403537	0	0	0.011287535	0	0.000442399	0.060921691	0.203615026	0.067799765	0.009823845	0.037899886	0.009398197	0	0	0
TCGA-D8-A1JI	0.040284277	0	0.008608491	0.064303689	0	0.145975176	0	0.062508785	0	0.002680956	0	0.017843493	0.114764084	0	0.062561055	0.35750667	0.039146233	0	0.083817091	0	0	0
TCGA-B6-A0RN	0.123207575	0	0.008566081	0.105395526	0	0.266600646	0	0.045830404	0.008756031	0.003099172	0	0.038182015	0	0	0.051664519	0.165840977	0.046251053	0.005214798	0.120921474	0	0	0.010469729
TCGA-W8-A86G	0.170122807	0	0.114312844	0.064519838	0	0.089972516	0	0.02264289	0	0	0	0.004441365	0.000320091	0.01405864	0.054066218	0.217585014	0.018757345	0	0.229200432	0	0	0
TCGA-BH-A28O	0.222646408	0	0.193702083	0.172531161	0	0.225365213	0	0	0.000413747	0	0	0.000611966	0.025203786	0.02080746	0.041788236	0.035959084	0.013983839	0	0.045600151	0	0.001386865	0
TCGA-D8-A27I	0.042209321	0	0.019018839	0.104085269	0	0.23096311	0.044394297	0.01197914	0.014527537	0.027659555	0.002798524	0	0.020528325	0.029779039	0.078176207	0.155401064	0.120844779	0	0.094901313	0	0	0.002733681
TCGA-AN-A0FJ	0.041114542	0	0	0.09434915	0	0.214155003	0.005677464	0.045171221	0.009471015	0	0.012511822	0	0	0.329624228	0.110489507	0.053392543	0.053991665	0	0.030051839	0	0	0
TCGA-D8-A142	0	0.026652658	0.119043274	0.09320655	0	0.110245398	0.013908748	0.061492354	0.013893996	0	8.86E-06	0	0	0.309530309	0.078369312	0.120250256	0.022098245	0	0.031300038	0	0	0
TCGA-AR-A0TQ	0.116095616	0	0.073162517	0.111126249	0	0.160967764	0.062709015	0	0.024198613	0.007151725	0	0	0	0.247550367	0.064084569	0.099779805	0.001389292	0	0.031784467	0	0	0
TCGA-A8-A09X	0.046500021	0	0.023335091	0.147560151	0	0.220116197	0.01887176	0.002450683	0.029686394	0.016201908	0	0.038496859	0.015186158	0.035168739	0.099169355	0.147257624	0.025867241	0	0.134131819	0	0	0
TCGA-GM-A2DB	0.081666725	0.071398229	0.034218826	0.097384077	0	0.114634248	0	0.064308039	0.042625507	0	0	0	0	0.265690712	0.144580393	0.058114186	0.003458793	0	0.021920266	0	0	0
TCGA-E9-A2JT	0.171730394	0.186210513	0.046085188	0.187256644	0	0.181800202	0.024627749	0.037288803	0.021870693	0.011172176	0	0	0	0.043932195	0.061201394	0.021158939	0	0	0.00566511	0	0	0
TCGA-D8-A27M	0.061401703	0.04923978	0.043196389	0.083870612	0	0.181618097	0.052730912	0.053483764	0.021441391	0	0.007757688	0	0.023956857	0.046023403	0.168769422	0.128416513	0.024835679	0	0.053257791	0	0	0
TCGA-A2-A0ET	0.071760104	0	0.029967596	0.166494495	0	0.217397906	0.027479555	0.04550415	0.003766325	0.006147297	0	0.031932633	0.058566966	0	0.060104576	0.15668766	0.104553587	0	0.006993865	0	0.012643285	0
TCGA-AO-A129	0.118981759	0	0.096168147	0.139502697	0	0.177145871	0.026586047	0.055230141	0.013544075	0	0	0.017409125	0	0.116189665	0.125555762	0.075483838	0	0	0.038202874	0	0	0
TCGA-A8-A09T	0.01075255	0	0.004621118	0.05387553	0	0.159720032	0	0.010315117	0.001507833	0	0	0.039737046	0.148070366	0.110673978	0.082969184	0.335047371	0.017199278	0	0	0.004092121	0	0.021418475
TCGA-A2-A0EX	0.079738326	0	0.017104313	0.067740927	0	0.210349134	0	0.009568106	0.028703586	0	0	0.020486012	0	0.244805715	0.04514167	0.108997103	0	0	0.167365108	0	0	0
TCGA-BH-A0HQ	0.216352179	0	0.040180404	0.014976213	0	0.015608412	0	0.011103596	0.046269172	0	0.017581847	0	0	0.422873565	0.019025657	0.07424094	0	0	0.121788015	0	0	0
TCGA-A1-A0SJ	0.073470877	0	0.026347193	0.120184615	0	0.290128807	0.014409372	0	0.017442032	0	0.012259608	0	0	0.096174157	0.082667339	0.123655839	0.074999014	0	0.06396308	0	0	0.004298068
TCGA-AR-A0U2	0.070281261	0	0.014419225	0.225452633	0	0.226496442	0.047393059	0	0.00646362	0	0	0	0.002346053	0.155489518	0.05179935	0.163966352	0	0	0.035892488	0	0	0
TCGA-OL-A66P	0.00108442	0.006102484	0.118974185	0.239964581	0	0.04302553	0.010376483	0.120496787	0.049313537	0.034916855	0	0.031202081	0	0.103074664	0.056568513	0.099132499	0.026636353	0	0.052718409	0	0	0.00641262
TCGA-D8-A1J9	0.021684852	0	0.00147496	0.021301943	0	0.070090264	0.019551404	0.034194551	0.025989021	0.004336987	0.01127822	0	0	0.331738691	0.080142388	0.275856174	0	0	0.092243321	0	0	0.010117224
TCGA-HN-A2OB	0.099538047	0	0.036045533	0.135515822	0	0.12638485	0	0.007145851	0.002518599	0	0	0.008547413	0	0.12120787	0.061828075	0.198084521	0	0	0.203183418	0	0	0
TCGA-BH-A1FB	0.119426759	0	0.000244991	0.138423728	0	0.205801933	0.044067543	0.063295039	0.013660433	0.026404987	0	0	0	0.041049	0.079291479	0.104056133	0.068213595	0	0.094597515	0	0	0.001466865
TCGA-AR-A24H	0.029206175	0	0.002330908	0.010842703	0	0.227740051	0.030326049	0.096088744	0.020061527	0.045618528	0	0	0	0.234003024	0.132212852	0.143247536	0.008609229	0	0.019712674	0	0	0
TCGA-B6-A0IO	0.037050898	0	0.004415323	0.137611528	0	0.189963205	0.058806336	0.022347361	0.016673319	0.008474504	0	0	0	0.177664426	0.159161713	0.094975194	0.033123536	0	0.059732656	0	0	0
TCGA-E9-A229	0.087337584	0	0.008496177	0.018898279	0	0.254051547	0	0.026256285	0.023846816	0.012296154	0	0.007986447	0.065438399	0.06868728	0.063346345	0.257223924	0.003208156	0.012811056	0.09011555	0	0	0
TCGA-A2-A3XY	0.091068277	0	0	0.041995653	0	0.117526063	0.023963181	0.09770986	0.03901874	0	0.005010958	0	0	0.324163551	0.14090703	0.068523184	0.009250112	0	0.040863391	0	0	0
TCGA-E9-A243	0.020606255	0.005928656	0.011503126	0.107746833	0	0.183278024	0.036624327	0.047516792	0	0.106548844	0	0	0	0.102682433	0.150813588	0.111434444	0.036476275	0	0.065679829	0	0	0.013160572
TCGA-AO-A0JI	0.051099817	0	0.031447453	0.08296379	0	0.101976482	0	0.011938998	0	0.013863067	0	0.039068579	0	0.006953955	0.064417919	0.032390169	0.009952696	0	0.553927074	0	0	0
TCGA-AR-A1AR	0.020607635	0	0	0.02415975	0	0.224569402	0.015718471	0.004350993	0	0.047716247	0	0	0	0.363226686	0.099604623	0.181418569	0.012733712	0.001760048	0.004133864	0	0	0
TCGA-BH-A18T	0.138481084	0	0.022201993	0.115197907	0	0.107004778	0.019350467	0.059256746	0.026125568	0	0	0.013032026	0	0.253827649	0.089927391	0.132207704	0	0	0.022941487	0	0	0.000445199
TCGA-E2-A15A	0.064733453	0	0.015006182	0.240111619	0	0.135373881	0.025582521	0.049660948	0.007191425	0	0	0	0.005618818	0.124128188	0.109509824	0.147628175	0.005150349	0	0.06809982	0	0.002204795	0
TCGA-E2-A152	0.056976484	0	0.024028394	0.057309986	0	0.068066374	0.001007718	0	0.011617146	0.002041478	0	0	0	0.416693547	0.026971969	0.223970394	0	0	0.111316509	0	0	0
TCGA-A8-A07I	0	0.004698206	0.015190108	0.042598661	0	0.163805429	0.00389062	0.034985712	0.053937471	0	0	0.032873448	0	0.32945455	0.068813463	0.181380814	0	0	0.068371518	0	0	0
TCGA-XX-A899	0.207410463	0	0.021408729	0.108106883	0	0.233893675	0.040518234	0	0.001561958	0	0.007345492	0	0.004312658	0.137114038	0.050210743	0.117696068	0	0	0.070421059	0	0	0
TCGA-E2-A15G	0.069455721	0	0.001837296	0.087517232	0	0.186708807	0	0.056841895	0	0	0	0.028284515	0.088109001	0	0.07028105	0.243406061	0.036809813	0	0.130727177	0	0	2.14E-05
TCGA-E9-A227	0.068884865	0	0.010482062	0.180117902	0	0.189369311	0.068467349	0	0	0.023594389	0	0	0.012513242	0.00563012	0.058902649	0.18192542	0.140936231	0.007244369	0.05193209	0	0	0
TCGA-AO-A0JM	0.07532672	0	0.00846497	0.041671917	0	0.012754027	0.015437742	0.047186311	0.07450638	0.008251824	0.000459677	0	0	0.442143544	0.08225682	0.139721116	0	0	0.042042711	0	0.009776242	0
TCGA-D8-A4Z1	0.092451535	0	0.0476753	0.147397425	0	0.237095971	0	0.028225735	0.005869499	0	0.018502137	0.022637981	0.012290644	0	0.07727825	0.122778604	0.03334151	0	0.15445541	0	0	0
TCGA-A2-A25C	0.108934835	0	0	0.04369884	0	0.309388558	0.001940227	0	0.003218789	0.062436327	0	0	0.002133107	0.094642552	0.104716654	0.166049874	0	0.042489561	0.060350674	0	0	0
TCGA-A2-A0T4	0.048307074	0	0.010680666	0.105475857	0	0.121266971	0.00491173	0.042141664	0.012047685	0.011387626	0	0.018836697	0	0.231555957	0.074346691	0.108788143	0.004235503	0	0.206017736	0	0	0
TCGA-E9-A1RB	0.032759795	0	5.97E-05	0.029481304	0	0.067993749	0	0.065134725	0.017598115	0.003984232	0	0	0	0.513916972	0.063182832	0.157506346	0.037570632	0	0.004414681	0.006396959	0	0
TCGA-EW-A1IZ	0.070700476	0	0.027343269	0.284123594	0	0.061148962	0.051073836	0.068059855	0.018617246	0.118173812	0	0.058514589	0	0.036386296	0.082155626	0.059597968	0.013162096	0	0.050942374	0	0	0
TCGA-AC-A23E	0.001460142	0	0.005271503	0.03012947	0	0.091653717	0	0.024038233	0.001690993	0	0	0.004715269	0	0.266712269	0.013336824	0.39584676	0.00161437	0	0.148663274	0	0	0.014867174
TCGA-5L-AAT0	0.060053323	0	0	0.172081073	0	0.108747212	0.016815341	0.036725376	0.02868725	0.024360516	0	0.02543514	0	0.119732483	0.113073733	0.114766039	0.012713859	0	0.166808655	0	0	0
TCGA-BH-A42T	0.059197612	0	0.00116951	0.073323188	0	0.151559879	0	0.119027017	0.022955216	0	0	0.030565121	0.095173672	0	0.052098105	0.1225531	0.041364967	0.031984798	0	0.1989138	0.000114014	0
TCGA-A7-A6VV	0.059500402	0	0.037967285	0.016116046	0	0.099619084	0	0.03029738	0.026209831	0	0	0.00123116	0	0.535541185	0.073939635	0.08519947	0	0	0.034378522	0	0	0
TCGA-A8-A08I	0.034642182	0	0.009008482	0.188541364	0	0.002683612	0.046394182	0.039305873	0.034353245	0	0	0.002675148	0	0.368932376	0.120023236	0.102512592	0.013752453	0	0.037175256	0	0	0
