id	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
TCGA-AR-A1AT	0.052373276	0	0	0.18688888	0	0.126063869	0.020892063	0.041451984	0.022977919	0.038389219	0	0	0	0.192813657	0.11217586	0.161483794	0.014714146	0	0.029775333	0	0	0
TCGA-D8-A1JD	0.014674635	0	0.000578292	0.029494705	0	0.207240795	0.004342535	0.048940676	0.035811034	0.009815846	0.000570118	0	0.051860259	0.01031684	0.117265468	0.247866998	0.096504681	0	0.111444936	0	0	0.013272182
TCGA-OL-A66K	0.130158733	0	0.070468683	0.073814826	0	0.092567112	0	0.064345926	0	0.007706888	0	0.010926762	0	0.221086914	0.032458914	0.177164076	0	0.008920654	0.09390137	0	0	0.016479143
TCGA-BH-A0B1	0.079988269	0	0.016201001	0.03694129	0	0.239332962	0	0.059151374	0	0.016163816	0	0.026842955	0	0.091604036	0.099110028	0.123725867	0.041083467	0.000901864	0.168725628	0	0	0.000227442
TCGA-E2-A1LK	0	0.035441907	0	0.02914307	0	0	0	0.031091085	0.029697707	0	0	0.014627233	0	0.632409573	0.012126597	0.148343315	0	0.05426079	0	0.012858722	0	0
TCGA-AC-A3TM	0.034270127	0	0.076990494	0.257295463	0	0.194810449	0	0.017025768	0.027841997	0	0	0.041530922	0.009373636	0.102198213	0.051602124	0.113660719	0.018916324	0	0.054483764	0	0	0
TCGA-E9-A22D	0.027541784	0	0.007621138	0.437244951	0	0	0.149099589	0.043951906	0.006397082	0.002719238	0	0.015704645	0.005643942	0.053962074	0.086865406	0.090341178	0.01757911	0	0.055327956	0	0	0
TCGA-E2-A15J	0	0.010511043	0	0.036399611	0	0.07850423	0	0.079806964	0	0	0	0.033080909	0.002442387	0.32606213	0.025500002	0.285775855	0	0.081690289	0.032837477	0	0	0.007389103
TCGA-PL-A8LZ	0.034522003	0	0.027549402	0.097374343	0	0.101304974	0.078125687	0.071779563	0.037475	0	0	0.029711189	0	0.12009923	0.251012812	0.101722374	0	0.025875839	0.023447584	0	0	0
TCGA-A7-A426	0.14925727	0	0.076057895	0.166916811	0	0.154913411	0	0.034682368	0.006892179	0	0	0.062785592	0.009770798	0	0.054457064	0.101883846	0.008861527	0	0.173521238	0	0	0
TCGA-OL-A5S0	0.052130255	0	0.002873123	0.047825148	0	0.074169411	0.005676006	0.058750584	0.041646436	0.033231686	0	0.023951064	0	0.342390469	0.116862699	0.153801228	0.007055213	0	0.039636676	0	0	0
TCGA-GM-A2DN	0.073487597	0	0.007427424	0.121394039	0	0.261562712	0.022825406	0.018314307	0.017395673	0.022353141	0	0.005924611	0.009043018	0.220641117	0.139438116	0.021483294	0.018470914	0	0.04023863	0	0	0
TCGA-E9-A1NC	0.093455449	0	0.117340676	0.10481771	0	0.129188122	0.020584981	0.046844989	0.020083227	0.013331191	0	0.034793865	0	0.174710036	0.137662526	0.05937826	0.005397702	0	0.042411266	0	0	0
TCGA-AR-A2LO	0.107200888	0	0.029780606	0.185869295	0	0.177431915	0.011646464	0.060685462	0.047831248	0.002453058	0	0.011281581	0.002150065	0.043219615	0.11127626	0.10880759	0.045398444	0	0.046405813	0	0	0.008561695
TCGA-E9-A1R4	0.016149139	0.000480261	0	0.119794776	0	0.178004143	0.021520675	0.033882323	0.056813962	0	0	0.016204154	0.02523176	0.100875768	0.098171545	0.209502382	0.04010013	0	0.077843086	0	0.000936	0.004489898
TCGA-A7-A4SA	0.063478489	0	0.00613582	0.208161982	0	0.340799128	0.021510002	0.008307257	0.036824017	0.004699163	0	0	0.030574924	0.003967072	0.115880221	0.090992222	0.027870426	0.00535561	0.035443666	0	0	0
TCGA-BH-A0C3	0.089267497	0	0.007579277	0.063714186	0	0.29344284	0.018459663	0.010581665	0.013905761	0	0	0.008624468	0.012247346	0.069676872	0.097729743	0.109153046	0.07458927	0	0.131028366	0	0	0
TCGA-A2-A0YC	0.044536946	0	0.006573322	0.073068008	0	0.147063559	0.017082408	0.029799639	0.010486434	0	0	0.010514323	0.009256247	0.154539677	0.054452477	0.15186782	0.150150007	0	0.109818989	0	0	0.030790144
TCGA-AO-A1KR	0.019150081	0	0.01037912	0.30152412	0	0.079091407	0.09692026	0.078281692	0.028725416	0	0	0.073095465	0	0.040365965	0.142916332	0.066516426	0.003511268	0.006810143	0.052712305	0	0	0
TCGA-E2-A1L8	0.183092073	0	0.070456591	0.034602124	0	0.210600995	0.000109404	0.020216957	0.00500737	0.025702526	0	0	0	0.012989709	0.102009197	0.017697355	0.279914286	0	0.037601414	0	0	0
TCGA-B6-A0RG	0.085059282	0	0.029402636	0.050612934	0	0.062276439	0	0.071763389	0.014947094	0	0	0.031384463	0	0.328260792	0.053003377	0.114165358	0.025297097	0	0.13382714	0	0	0
TCGA-E2-A154	0	0.009458418	0.00356367	0.009872863	0	0.119993756	0	0.031975152	0.009777661	0.005549916	0	0.017346384	0	0.255288741	0.038307383	0.346441354	0	0	0.146976883	0	0	0.005447818
TCGA-D8-A1XB	0.084312971	0	0.037191968	0.013500281	0	0.151592609	0	0.040474617	0.019049956	0	0	0.024431537	0	0.131215392	0.049144548	0.20215517	0.019573993	0	0.227356958	0	0	0
TCGA-A2-A0EP	0.109030227	0	0.013588542	0.06412012	0	0.120087866	0.050228511	0.047673429	0.034366823	0.01576136	0	6.65E-05	0.019096047	0.235143563	0.038860312	0.078837383	0.131649659	0.007898563	0.033591081	0	0	0
TCGA-GM-A2DH	0.07221853	0	0	0.153845123	0	0.172751402	0.051535445	0.078488919	0.056367784	0.019877759	0	0.010065014	0	0.155587516	0.08693854	0.088261462	0.015750741	0	0.038311765	0	0	0
TCGA-LL-A440	0.019012516	0	0	0.017609073	0	0.084781761	0.005094065	0.003451075	0.014185449	0	0	0.002382071	0	0.568273231	0.018932127	0.156270747	0.031141447	0	0.078866438	0	0	0
TCGA-A7-A13D	0.071538125	0	0.003311685	0.013410543	0	0	0	0.066469921	0.024905776	0.00964938	0.005634558	0	0	0.744222109	0.008549861	0.034977222	0	0.016115599	0	0.001215222	0	0
TCGA-AR-A1AK	0.036874463	0	0.006062668	0.182707358	0	0.234456686	0.017368103	0.025688377	0.01737867	0.019306428	0	0	0	0	0.165419605	0.182466714	0.026008179	0	0.079457623	0	0	0.006805126
TCGA-AC-A23C	0.059296068	0	0.067470366	0.139496162	0	0.187960482	0.018310405	0.046173232	0.01386676	0	0	0	0.023994004	0.041171799	0.137985994	0.174007862	0.010977963	0.024794988	0.054181001	0	0	0.000312915
TCGA-UU-A93S	0.030465609	0.004621488	0.027290041	0.045857281	0	0.068711825	0	0.111464865	0.015938019	0	0.00354366	0.034349915	0	0.321233842	0.051065549	0.144793422	0	0.090475659	0.050188825	0	0	0
TCGA-BH-A0B8	0.070829344	0	0.007980507	0.098682733	0	0.241229461	0	0.021253202	0.012255816	0	0	0.004736977	0.062156306	0	0.080520927	0.202148385	0.046737095	0	0.151469248	0	0	0
TCGA-A2-A3XX	0.120374959	0	0.00669857	0.023112814	0	0.05628136	0.056629244	0.028425609	0	0.01819085	0.020163434	0	0	0.357148669	0.126402008	0.146906541	0	0	0.035420601	0	0.00424534	0
TCGA-A7-A4SB	0.185339134	0	0.201613842	0.069743734	0	0.071561844	0	0.005432277	0	0.015057188	0	0.031559427	0	0.00356932	0.081820884	0.16041759	0.018190769	0	0.155693992	0	0	0
TCGA-BH-A1FJ	0.046420668	0	0.007232197	0.049643755	0	0.06919101	0	0.062438307	0.000285684	0.005372813	0	0.024817912	0.00739996	0.252015852	0.015576075	0.24444459	0.028876211	0.097261501	0.078753741	0	0.006555681	0.003714043
TCGA-A2-A25F	0.045511054	0	0.002596789	0.1472266	0	0.279607358	0.068402961	0	0	0.025744398	0	0	0	0.190290113	0.081682829	0.108993859	0.005379402	0.005396982	0.035731779	0	0	0.003435876
TCGA-A2-A25E	0.138820009	0	0	0.02515828	0	0.257139909	0.02924144	0.06487542	0	0.02628353	0	0	0	0.045768276	0.118859741	0.177373206	0.049892123	0	0.066588065	0	0	0
TCGA-A2-A3XT	0.048222679	0	0.011589004	0.002245616	0	0.122152727	0.025078898	0.019919334	0.018275445	0.027605534	0	0	0	0.506755653	0.10127461	0.063998732	0.020846129	0	0.032035641	0	0	0
TCGA-BH-A0BT	0.063921378	0	0	0.104030842	0	0.174902038	0.009578284	0.065374982	0.045229572	0.005714153	0	0.0344407	0	0.132676577	0.142612619	0.086746808	0.038267437	0	0.096504609	0	0	0
TCGA-AO-A03L	0.126605176	0	0.055878282	0.104196488	0	0.210602714	0	0.000390645	0.023953059	0	0	0.049117681	0.019361343	0.073177234	0.124991028	0.073147371	0.005079066	0	0.133499914	0	0	0
TCGA-BH-A5J0	0.018997406	0	0.003624779	0.09182246	0	0.157979256	0	0.048900288	0.065350494	0.01764142	0	0.038117296	0	0.180987903	0.116532809	0.154234037	0.031008535	0	0.074803318	0	0	0
TCGA-BH-A209	0.102083625	0	0.009173617	0.196432362	0	0.187312106	0.068991342	0.00574863	0	0.02965486	0	0	0	0.082649411	0.134323928	0.093993633	0.014534481	0	0.073542236	0	0	0.00155977
TCGA-PE-A5DD	0.078832306	0	0.015155837	0.270509798	0	0.248207086	0	0.054850357	0.029174747	0	0	0.00461703	0.004070194	0.06282828	0.095347866	0.064484845	0	0	0.071921653	0	0	0
TCGA-JL-A3YW	0.015602731	0	0.002560724	0.060992787	0	0.109259247	0.048420972	0.026753271	0.056759409	0.004035727	0	0	0	0.398111378	0.105320896	0.14673553	0.012683328	0	0.012764001	0	0	0
TCGA-A2-A0T2	0.034464526	0	0.001089529	0.232456727	0	0.07017608	0.050928829	0.087747387	0.00900142	0.014063424	0	0.010005128	0	0.150467783	0.110397298	0.16574117	0.005290076	0	0.031474726	0	0	0.026695897
TCGA-B6-A0IP	0.147363771	0.042262251	0	0.212475252	0	0.094657991	0.009130083	0.039405035	0.00679557	0	0	0.004588342	0.008620101	0.141696736	0.126148124	0.035903774	0.005280642	0	0.125672327	0	0	0
TCGA-E9-A3HO	0.011738645	0.004791693	0.001522097	0.171701448	0	0.165619996	0	0.038613533	0.107184931	0	0	0.091226534	0.001812186	0.101084144	0.106903975	0.076918516	0.031025341	0	0.088405986	0	0	0.001450976
TCGA-BH-A18I	0.063620015	0	0	0.119323242	0	0.242887135	0.026254589	0.017648121	0.028823677	0.019863769	0	0.006340508	0.003390644	0.120511792	0.115618381	0.070839313	0.039525051	0	0.125353763	0	0	0
TCGA-E2-A107	0.008885474	0	0.004194281	0.185102275	0	0.201681239	0	0	0.006995778	0	0	0.001897115	0.001620668	0.118795639	0.075408419	0.130183671	0.029475451	0	0.23575999	0	0	0
TCGA-BH-A1EO	0.009962154	0	0	0.027775181	0	0.190190462	0.000906368	0.030619768	0.010545906	0.017166822	0	0.00445171	0	0.233601166	0.068719757	0.162456136	0.027951799	0	0.206693546	0	0	0.008959226
TCGA-A2-A0SY	0.141090253	0	0.056646201	0.078178474	0	0.255341917	0.008461897	0.047574755	0.021277816	0.001993401	0	0.019590807	0.010292722	0.054031517	0.075336134	0.133008416	0.027836727	0	0.069338963	0	0	0
TCGA-BH-A18M	0.178047013	0	0.041919591	0.075394653	0	0.23593798	0	0.000214862	0.001199177	0.008946825	0	0	0.018043406	0	0.067464004	0.181826657	0.009472641	0	0.180798091	0	0	0.000735099
TCGA-BH-A0E7	0	0.00764704	0.001539989	0	0	0.123649025	0	0.031854069	0.004407306	0	0	0.026962378	0.091751368	0.075370522	0.061932641	0.336163332	0.000826354	0	0.237895977	0	0	0
TCGA-E2-A109	0.157266383	0	0.10845002	0.054103693	0	0.23069024	0	0.030775438	0.039859651	0	0	0.003556973	0	0.174834997	0.073707502	0.079793851	0	0	0.046961252	0	0	0
TCGA-B6-A0I9	0.069444342	0	0.056431825	0.074382781	0	0.158687402	0.01510412	0.042404068	0.015435147	0	0	0.005546859	0	0.227861885	0.14021643	0.134156217	0.012132608	0	0.048196315	0	0	0
TCGA-AC-A3YI	0.056925192	0	0.030750738	0.056112285	0	0.049040546	0.001901185	0.007615655	0.011207002	0	0	0.010065506	0.001121602	0.531391661	0.04088383	0.08075811	0	0.017145552	0.096050045	0.00903109	0	0
TCGA-E2-A14U	0.078406357	0	0.007639325	0.134748697	0	0.201087502	0	0.060263612	0	0	0	0.006645394	0.015106801	0.011890489	0.055918677	0.394108505	0.016838822	0	0.010992987	0.006352831	0	0
TCGA-B6-A0RU	0.088778075	0	0.009359958	0.048298448	0	0.182505757	0	0.052674655	0.005054243	0.02109315	0	0	0	0.210832639	0.124336251	0.167985879	0.066022576	0	0.023058369	0	0	0
TCGA-AC-A23G	0.015421775	0.0017268	0.000894439	0.055308852	0	0.019192674	0.028645765	0.031213136	0.037119245	0.03802253	0	0	0	0.522591272	0.040688736	0.091395456	0.01380296	0	0.103976362	0	0	0
TCGA-AO-A0J8	0.050030001	0	0.001219563	0.072043181	0	0.086043944	0.015112583	0.047444353	0.046480397	0.024574786	0	0	0	0.413654701	0.073559337	0.044055558	0.009135559	0	0.116646039	0	0	0
TCGA-BH-A0B0	0.064641595	0	0.012024836	0.075466152	0	0.170933422	0.004062791	0.046537082	0.044019355	0.030022218	0	0.018538964	0	0.206166546	0.105134246	0.071864403	0.044507642	0	0.106080748	0	0	0
TCGA-BH-A2L8	0.072922838	0	0.004611179	0.216103616	0	0.163786871	0.025715953	0.028958168	0.027941972	0.031996061	0	0.073586106	0.006903647	0.087007449	0.083766826	0.045627357	0.029853734	0	0.101218223	0	0	0
TCGA-E2-A1IK	0.04116766	0	0.031375689	0.140585951	0	0.108817912	0.014591675	0.045449104	0.042147655	0.064294253	0	0.014386314	0	0.189656148	0.13912238	0.116303552	0.005173688	0	0.04692802	0	0	0
TCGA-B6-A401	0.105001581	0	0	0.101242319	0	0.148612924	0	0.06238268	0.040329578	0	0	0.035311304	0	0.32102243	0.046116589	0.062871536	0	0	0.077109059	0	0	0
TCGA-A8-A08T	0.00374413	0.019976323	0.001149445	0.134492159	0	0.128679237	0.00656087	0.016240068	0.049089548	0	0	0	0.014707621	0.310454738	0	0.167482473	0.002670016	0	0.144753372	0	0	0
TCGA-AO-A128	0.006739999	0	0	0.286139464	0	0	0.130863451	0.04690262	0.02343618	0	0	0.037814948	0	0.064475091	0.192092324	0.160463117	0	0	0.050142849	0	0	0.000929957
TCGA-E2-A570	0.060591969	0	0.006403174	0.079493578	0	0.149296318	0	0.033758405	0.008135639	0.006504363	0	0.01775015	0	0.149431499	0.047304755	0.323526072	0.002440288	0	0.106099744	0	0	0.009264046
TCGA-A8-A097	0.094591607	0	0.003838598	0.000467313	0	0.161737871	0	0.026381797	0.024245398	0	0.004363007	0	0	0.34087326	0.085084251	0.197088736	0	0	0.061328163	0	0	0
TCGA-D8-A143	0.070522626	0	0.046049085	0.108181096	0	0.201103706	0.060081485	0.065880663	0.008969157	0	0.004943939	0	0	0.13828898	0.08376382	0.161027842	0.024231366	0	0.026956234	0	0	0
TCGA-3C-AALI	0.047756045	0	0.004044077	0.221831632	0	0.172393073	0.036569079	0.044609445	0.074631901	0	0	0.011131988	0	0.185886315	0.110027191	0.058074848	0	0	0.033044407	0	0	0
TCGA-A8-A06U	0.053955341	0	0.032018011	0.118048701	0	0.090860575	0.045277877	0.063975033	0.03231848	0.003446898	0	0.018322822	0	0.087624396	0.0814415	0.264399681	0.031852949	0.015983757	0.060473979	0	0	0
TCGA-E2-A15E	0.102303933	0	0.038199746	0.096250733	0	0.146014705	0	0.010455302	0	0	0	0.029266145	0.015471452	0.0775149	0.092354175	0.138175819	0.027740279	0	0.226252811	0	0	0
TCGA-E2-A15F	0.10036425	0.013662135	0	0.035055583	0	0.047349881	0.006097431	0.009266897	0.024541871	0.00690225	0.028133248	0	0	0.411126928	0.055288817	0.107555064	0	0.017639005	0.091282422	0.045734218	0	0
TCGA-AR-A0U3	0.062098778	0	0.006873743	0.09480049	0	0.090401414	0.024999419	0.005229837	0.046605894	0.006966251	0	0	0	0.383139793	0.122682009	0.085331638	0.022479626	0	0.048130351	0	0	0.000260756
TCGA-A8-A0A9	0.001200718	0	0	0.120000213	0	0.067676917	0	0.035649184	0.036999385	0	0	0	0	0.392610269	0.115727678	0.14610935	0.008431923	0	0.075317518	0	0	0.000276847
TCGA-A2-A0T6	0.092117141	0	0	0.089795421	0	0.19221978	0.002499463	0.059853386	0.01064221	0.016302716	0	0.005896995	0	0.091431292	0.073598609	0.134663423	0.025801972	0	0.203330088	0	0	0.001847503
TCGA-S3-AA11	0.055657241	0	0.012554248	0.03253105	0	0.023728132	0	0.021813964	0.020288082	0.009148577	0	0	0	0.438702786	0.051513626	0.175410373	0	0	0.15865192	0	0	0
TCGA-A8-A099	0.016782624	0	0.002047078	0.033191554	0	0.277770548	0.002971507	0.042859086	0.03223434	0	0	0.029775272	0.007340521	0.039505766	0.091106709	0.296155835	0.055603193	0	0.072655967	0	0	0
TCGA-A8-A08X	0.026867617	0	0.166226401	0.064315188	0	0.182426574	0.026645991	0.045135073	0.029655454	0	0.019327506	0	0.000623057	0.141314747	0.087068383	0.18032107	0.008938573	0	0.021134365	0	0	0
TCGA-LD-A7W6	0.132225401	0	0.096836281	0.163755521	0	0.213765001	0.002702581	0.045861314	0.025914733	0	0	0.013877837	0	0	0.080871561	0.114506535	0.013665717	0.004523347	0.09149417	0	0	0
TCGA-E9-A1RF	0.016015222	0	0.004090319	0.210196352	0	0.102961223	0.080215508	0.011095774	0.020846162	0.005108531	0	0	0	0.15888212	0.103533328	0.243274337	0.011648915	0.007168612	0.023702836	0	0	0.001260761
TCGA-E9-A1RE	0.064778386	0	0.011510946	0.086799091	0	0.199592603	0	0.027584292	0.024085978	0	0	0.01353351	0	0.245396339	0.044166482	0.098118545	0.004496075	0	0.179937755	0	0	0
TCGA-A2-A0YG	0.084496506	0	0.008879674	0.017083075	0	0.245232409	0.015159452	0.043719486	0.040694727	0	0	0	0	0.219409341	0.079429214	0.18558005	0	0	0.060316066	0	0	0
TCGA-D8-A1X6	0	0	0.000343429	0.044520616	0	0.071003475	0	0.047435103	0	0.009397571	0	0.029899666	0.110904161	0.113127262	0.0286637	0.481378394	0	0	0.053760637	0	0.009565987	0
TCGA-E9-A1NA	0.023902792	0	0	0.047401859	0	0.133518649	0	0.022626785	0.030237621	0	0	0.006774868	0.158850562	0.189896059	0.058969209	0.21830304	0	0.053691286	0.049872061	0	0	0.005955206
TCGA-D8-A27V	0.131829395	0	0.039350021	0.09251093	0	0.234063927	0.017601079	0.023493949	0	0.033144118	0	0	0.001613459	0	0.116171194	0.167328093	0.094338922	0	0.048554913	0	0	0
TCGA-A7-A4SC	0.162246299	0	0.022121848	0.129784382	0	0.208889122	0	0	0.000717312	0	0	0.019391686	0.028906477	0.006575438	0.103177786	0.111950012	0.041273102	0	0.164966536	0	0	0
TCGA-E9-A1NG	0.003217081	0	4.84E-05	0.043713333	0	0.16546403	0	0.008793386	0.025332351	0	0	0.039333997	0	0.177514676	0.015998655	0.461639335	0.002571817	0.004179999	0.046160584	0	0	0.006032332
TCGA-AR-A24L	0.113836196	0	0.053317451	0.067441158	0	0.094922221	0.007457542	0.020579284	0.014861211	0	0	0.003414485	0	0.274075782	0.052032	0.203843374	0.001964463	0	0.090082173	0	0	0.00217266
TCGA-A2-A04Q	0.031683026	0.029441351	0.017431158	0.209579506	0	0.107985206	0.069817351	0.078655862	0.027677891	0	0	0.009462233	0	0.150174244	0.110960947	0.088922373	0.040397563	0	0.01972162	0	0	0.008089668
TCGA-S3-A6ZF	0.120538432	0	0.01853821	0.093296611	0	0.197341646	0.021718767	0.018254255	0.002719689	0.006490679	0	0.014910009	0	0.143324825	0.108035601	0.128575206	0.013409141	0.001856582	0.110990347	0	0	0
TCGA-LL-A5YM	0.01737691	0	0.018545188	0.104413531	0	0.005018036	0	0.030365031	0.031687818	0	0	0.005077687	0	0.3655111	0.063252104	0.250254193	0	0	0.108498401	0	0	0
TCGA-GM-A3NW	0.046887514	0	0.001037618	0.065244713	0	0.254341241	0.006248634	0.018969277	0.015667695	0.019049746	0	0.018704481	0.012675674	0	0.101804678	0.126891351	0.085504611	0	0.226972767	0	0	0
TCGA-D8-A1XU	0.056928063	0	0.012626959	0.065356925	0	0.168764158	0.005952311	0.022062094	0.018291674	0	0	0	0.065749552	0	0.080871131	0.219830881	0.166468292	0	0.117097962	0	0	0
TCGA-A7-A0CD	0.115362568	0	0.01417515	0.065983485	0	0.088228587	0	0	0.025677084	0	0	0.03776074	0.003411842	0.082044452	0.047547171	0.150401442	0	0	0.36940748	0	0	0
TCGA-LL-A441	0.276586389	0.113248116	0.027160636	0.085210276	0	0.143250968	0.01089471	0.083263719	0.028114589	0	0.005099813	0	0	0.126538794	0.056442444	0.024971108	0	0	0.019218439	0	0	0
TCGA-C8-A278	0.066196062	0	0.058402305	0.0813759	0	0.190826482	0.0396832	0.038577036	0.00595947	0.016660725	0	0	0	0.183940606	0.077847201	0.159285182	0.020315221	0	0.060930611	0	0	0
TCGA-BH-A1EV	0.071278335	0	0.012698389	0	0	0.259469874	0	0.02016245	0.065596501	0	0.01611784	0.010870006	0.016964999	0.362719352	0.002842156	0.137975506	0	0.004167287	0.019137304	0	0	0
TCGA-AQ-A04J	0.222482287	0	0.066635166	0.120173184	0	0.162981142	0.080618941	0	0	0	0.018336316	0	0.001069967	0.117916065	0.064245503	0.063089695	0.030930893	0.031291164	0.01882926	0	0	0.001400417
TCGA-BH-A1FE	0.161128768	0	0.021323265	0.080935842	0	0.308029939	0.030842626	0.017909397	0	0.070772729	0	0	0	0.043399055	0.107120167	0.055878033	0.008459585	0	0.094200595	0	0	0
TCGA-WT-AB44	0.090402076	0	0.008551154	0.083181557	0	0.097014556	0.011206954	0.116907144	0.014635424	0	0	0.012821631	0	0.191088426	0.058096611	0.172953759	0.032520506	0.036011816	0.074608386	0	0	0
TCGA-B6-A408	0.046402362	0	0.017002144	0.057038741	0	0.260153506	0	0.0668725	0.067159018	0	0	0.011442694	0	0.199630024	0.087860297	0.140075492	0	0	0.044860595	0	0	0.001502626
TCGA-BH-A0AZ	0.145648219	0	0.081838578	0.100854327	0	0.13310767	0.000437678	0.021868408	0.030878133	0.006458327	0.001153786	0	0	0.209188555	0.056971277	0.161213913	0.008673527	0	0.041707601	0	0	0
TCGA-A2-A1FW	0.072056185	0	0.029189835	0.054645545	0	0.41298362	0.015179397	0.003476334	0	0	0	0	0.000831773	0	0.115829023	0.229241163	0.001015518	0	0.0641326	0	0	0.001419008
TCGA-C8-A12M	0.05450719	0	0.06524092	0.168492781	0	0.161919119	0.016429371	0.065457012	0.044954	0.045437952	0	0.015314772	0	0.067564649	0.03467135	0.122275768	0	0.001196701	0.130753756	0	0	0.005784659
TCGA-BH-A0DV	0.145800677	0	0.024964327	0.081188945	0	0.126412112	0	0.008073018	0	0.022045389	0	0.03787537	0	0.121029714	0.030944687	0.221223154	0	0	0.180442606	0	0	0
TCGA-AN-A0FL	0.061233053	0	0.007028242	0.031013332	0	0.151596311	0	0.033012922	0.003868619	0	0	0	0.016925123	0.404693108	0.06741205	0.180287443	0	0.019801696	0.0231281	0	0	0
TCGA-A8-A08P	0.007017761	0	0.003180768	0.051854875	0	0.214138993	0.05538827	0.034235649	0.022694102	0.010291493	0	0.014559548	0.00078115	0.1681083	0.136573251	0.159461726	0.018824766	0	0.095352874	0	0	0.007536475
TCGA-E2-A1L7	0.075226399	0	0.035791009	0.219703102	0	0.205488877	0.043522183	0.019785453	0.047963477	0	0	0	0	0.086775523	0.095861971	0.11824628	0.040263522	0	0.011372204	0	0	0
TCGA-E2-A1L9	0.012146375	0	0	0.056264137	0	0.025568683	0.00885009	0.039858511	0.053974668	0	0	0	0	0.541977293	0.045155779	0.163330032	0	0.001874456	0.050999975	0	0	0
TCGA-AC-A2BM	0.018204462	0	0.042799732	0.064778422	0	0.352886965	0.01455175	0.047004177	0.002758394	0.017601059	0	0	0	0.138684437	0.07921522	0.126756632	0	0.011776668	0.080574565	0	0	0.002407518
TCGA-EW-A1P5	0	0.019300433	0	0.047466878	0	0	0.057258209	0.028455199	0.027484347	0.018692365	0.024778549	0	0	0.318896456	0.069712349	0.315801396	0	0	0.061741016	0	0	0.010412804
TCGA-AR-A24Q	0.062355966	0	0.079628861	0.151208776	0	0.163015716	0.027308922	0.040093488	0.010470526	0.028008899	0	0	0	0.234626371	0.06380483	0.097126932	0.013725675	0	0.028625037	0	0	0
TCGA-AN-A04A	0.074563705	0	0.007212311	0.067125903	0	0.196445239	0.011702895	0.005484684	0.010129459	0.000913613	0	0	0	0.294625887	0.07937012	0.166900237	0.029686603	0	0.055839343	0	0	0
TCGA-AO-A1KS	0.008966292	0	0.002134543	0.072185595	0	0.263341707	0.037342982	0.028375206	0.007241705	0.034531715	0	0	0.000938881	0.0310982	0.11624856	0.230644692	0.000908576	0.01810251	0.147938837	0	0	0
TCGA-BH-A208	0.146288829	0	0.117049557	0.093673628	0	0.128062828	0.001965218	0.026023991	0.004829028	0.000337592	0	0.00336824	0	0.068376718	0.057903747	0.204245235	0.014756932	0.030456995	0.102661462	0	0	0
TCGA-D8-A146	0.117207269	0	0.011122684	0.047843153	0	0.088687777	0	0.022181041	0.014695863	0.007700023	0	0.001183	0	0.340934307	0.06588185	0.09712018	0	0	0.185442853	0	0	0
TCGA-BH-A1EY	0.020536889	0	0	0.012584286	0	0.361137854	0.014744673	0.013981225	0.015581693	0.015920278	0.005538408	0	0	0.176238724	0.09912791	0.156906757	0.034651	0	0.070838963	0	0	0.002211342
TCGA-BH-A0E0	0.034083941	0	0	0.054128368	0	0.128124904	0.011660751	0.087295461	0.098147942	0	0	0.014164439	0.00826819	0.009499068	0	0.091991052	0.317423849	0.109579273	0.032126415	0	0	0.003506349
TCGA-BH-A0B7	0.137078815	0	0.020203481	0.074244141	0	0.282223245	0.018149767	0.026441978	0.013120662	0.050293079	0	0	0	0.199680233	0.078222644	0.073456743	0.003749381	0	0.02313583	0	0	0
TCGA-A8-A07P	0.040464716	0	0	0.043351586	0	0.142738242	0.035004783	0.007483011	0	0	0	0.008085611	0.080410636	0	0.047795958	0.271189291	0.030663176	0.020692945	0.272120045	0	0	0
TCGA-A1-A0SQ	0.134998271	0	0.103451519	0.056493675	0	0.1840212	0	0.035109286	0	0	0	0.014561597	0.07807557	0.009340573	0.066221262	0.184800578	0.026769052	0	0.105660368	0	0	0.000497048
TCGA-BH-A6R8	0.03930328	0	0.017908585	0.059775959	0	0.104429204	0.023873041	0.061717127	0.071707586	0	0.008103954	0.004651553	0.00068964	0.233492324	0.066090369	0.23436094	0	0	0.073896438	0	0	0
TCGA-E9-A1NH	0.06483518	0	0.006426928	0.096101847	0	0.135631088	0	0.041149989	0.022830034	0	0	0.01258196	0.008126564	0.272387078	0.064100365	0.128227614	0.071992428	0	0.075326275	0	0	0.000282651
TCGA-D8-A3Z6	0.17961436	0	0.021973417	0.036770783	0	0.143107962	0	0	0.033237374	0	0	0	0.005195882	0.191459743	0.092718315	0.140411586	0.005535592	0	0.149974986	0	0	0
TCGA-E2-A15L	0.042657699	0	0.083559709	0.007490881	0	0.097539847	0	0.033113393	0.006122052	0	0	0.00498752	0	0.323693591	0.046240187	0.265235602	0	0	0.087195754	0	0.002163764	0
TCGA-A2-A0T3	0.056650433	0	0.008005984	0.104868748	0	0.162997997	0.016034497	0.055213204	0.022096575	0	0.037222669	0	0	0.289937486	0.093497288	0.129913834	0	0	0.023561284	0	0	0
