	sample	Activated B cell	Activated CD4 T cell	Activated CD8 T cell	Activated dendritic cell	CD56bright natural killer cell	CD56dim natural killer cell	Central memory CD4 T cell	Central memory CD8 T cell	Effector memeory CD4 T cell	Effector memeory CD8 T cell	Eosinophil	Gamma delta T cell	Immature  B cell	Immature dendritic cell	Macrophage	Mast cell	MDSC	Memory B cell	Monocyte	Natural killer cell	Natural killer T cell	Neutrophil	Plasmacytoid dendritic cell	Regulatory T cell	T follicular helper cell	Type 1 T helper cell	Type 17 T helper cell	Type 2 T helper cell	group
16	TCGA-AC-A2FG	0.497839309956974	0.627157349687726	0.74023051704885	0.582269018084665	0.792787804618031	0.816924468938573	0.925460615506309	0.793174180015122	0.6756752581182	0.716768764062708	0.54410535926944	0.743633630933969	0.471879105454143	0.842191927918014	0.583995464638571	0.690384431449427	0.781367565135184	0.562683416304346	0.808359746706547	0.778300604218079	0.556361461577274	0.307312044185722	0.813792112390264	0.693691879792695	0.654531488904299	0.658515092043711	0.473476023588603	0.675703603613603	high
17	TCGA-D8-A73U	0.708108237625051	0.757306861591104	0.93781085376391	0.702880857858101	0.830442166739029	0.853388051268355	0.973911950535964	0.81404615450714	0.729643622238176	0.867337267601121	0.537086008143705	0.759439727252555	0.755253152227752	0.83902253788051	0.712687271764194	0.676547218308226	0.975767254780955	0.569352611004602	0.867183665191669	0.819232075672912	0.674823578874187	0.444363331669682	0.845108945521784	0.840771955808408	0.752109966988293	0.761937548182498	0.533027024473101	0.695247655303846	low
18	TCGA-AR-A24U	0.710448333692001	0.845661081260043	0.871407737966023	0.714558860964036	0.783960014704791	0.84126237036462	0.957048689409796	0.862312251475475	0.726423805591387	0.788235327930696	0.535899099909962	0.818346495622814	0.728348109708022	0.862857968493949	0.710378851181013	0.669527098133727	0.930067617045849	0.693028880821416	0.835136714612451	0.785113978415577	0.635858318219382	0.433770113663363	0.847544930784795	0.841054735771061	0.728289975315785	0.71469560913019	0.538733017990144	0.760285482614058	high
19	TCGA-A2-A0D1	0.378430361997464	0.668073310571914	0.747706291139596	0.565430985550835	0.740154276414705	0.878855624145239	0.895357183132349	0.740944318777817	0.616180167566568	0.652220608046007	0.427214663404748	0.700986096110837	0.42207899157769	0.726632367685732	0.524682502975928	0.418986853241235	0.731169233158572	0.516466083973746	0.766685895472675	0.693549127743968	0.513253497322077	0.272905402331451	0.757576678924615	0.607789750739446	0.581746098154526	0.549762342352413	0.457285516216329	0.665453817209619	low
20	TCGA-LL-A8F5	0.644131394908219	0.754332725052199	0.826681886443596	0.677796560267278	0.764083139158541	0.826200740056791	0.947115129037081	0.774218610077098	0.643396755479421	0.736524028171371	0.432347002768395	0.778397214340324	0.598896378444409	0.754098097197317	0.596742732728543	0.564865875326778	0.879215693885017	0.586846187985896	0.801041553627274	0.732730857305111	0.640458598613907	0.234239077188971	0.841432768898964	0.772740023536755	0.671929076452196	0.658442982476683	0.452839907634378	0.720205644891244	low
21	TCGA-EW-A1P7	0.899979511904616	0.796767019130575	0.91492786483505	0.694805126645965	0.809611412211534	0.796755476684904	0.988953117069074	0.818030866113069	0.7290934103458	0.841331425102019	0.57795434219962	0.77928142700894	0.875655388205467	0.84516633902677	0.674036223082918	0.683899895425497	0.934484307279919	0.691537402466188	0.870697948406206	0.825800250896038	0.668272406193007	0.334334035167909	0.838189150810912	0.822908061543301	0.748246333633083	0.77830209521996	0.507649361158781	0.730533107289391	low
22	TCGA-BH-A0DK	0.690562824004322	0.835895423043512	0.900562919227886	0.651946792962577	0.832564349327116	0.78187951834226	0.959640973652794	0.830853398989015	0.718334616479158	0.784052672963447	0.552906922954612	0.782413861623815	0.712354499545428	0.823182018560655	0.681107563713565	0.713748871905126	0.919137042288134	0.628886030509003	0.829926506030972	0.821222396032591	0.65833151878584	0.467739845047228	0.803204662641608	0.782766134900307	0.715360824543898	0.741759119733727	0.483452626793337	0.744842334524901	low
23	TCGA-BH-A1EX	0.50638589076336	0.732495685953864	0.783617189417597	0.651528185339712	0.811326181526715	0.812921240605306	0.961545215288838	0.835187975138569	0.700465910396922	0.724695697849431	0.465021311956815	0.766661173860615	0.592900950833874	0.853734833773033	0.629648301702015	0.597434066231025	0.87815817253838	0.619936413079319	0.806025490913578	0.801149058973836	0.584429994540121	0.482299993462292	0.813850817411976	0.772509933893409	0.679298957086347	0.668829656364145	0.515498965891898	0.715677400628527	high
24	TCGA-A7-A5ZW	0.448036368191005	0.661948292392838	0.797260143810653	0.641840248574811	0.823367884827163	0.83669247724163	0.945146946823724	0.821247656338789	0.703714188829009	0.744406300903196	0.478705867653396	0.723284080816374	0.516244942748971	0.838342738598504	0.640130689463322	0.635069137143832	0.806929377045116	0.638868690311363	0.806613930129909	0.790686974159949	0.566105477835159	0.308572711222235	0.812742955235316	0.733405106725978	0.669276166552498	0.677844647921936	0.462215867443208	0.712667076713773	low
25	TCGA-B6-A0IM	0.311693129376426	0.68611066718124	0.709939731967205	0.621687365714674	0.769820067585076	0.81790951503111	0.898395539124875	0.843452090423174	0.657862041386904	0.680445981786759	0.449351883365456	0.74243480454104	0.425972415312722	0.800154766930089	0.567328022766036	0.513847187554943	0.745497306444722	0.628946462398193	0.812355502797075	0.767179526793239	0.54153038065074	0.427910806580342	0.797156660334978	0.685731317715002	0.603502780320672	0.633113392450193	0.408286746318896	0.677402452715397	high
26	TCGA-BH-A0DT	0.565383398645781	0.717652710313699	0.805133395672183	0.679771412349862	0.800445648872967	0.818165273717406	0.943854346440309	0.775785188348104	0.69766226095752	0.741799413866757	0.507982671493576	0.721076376075862	0.582026149693296	0.806704902170495	0.605406391925451	0.637740638789526	0.827534981376355	0.643889921243906	0.807322265537501	0.795162148970139	0.616043873852424	0.302597971339978	0.799464360497798	0.700137022986382	0.6675570828231	0.67996210921821	0.492068996237291	0.716952654827836	low
27	TCGA-E9-A24A	0.357828921159349	0.719799919450811	0.747617420880084	0.672119550996549	0.795044856475134	0.802436621271785	0.935845434108216	0.846941111746291	0.710606876151221	0.738556410940225	0.497572281549573	0.745451372798777	0.56554559856491	0.81595113313636	0.625939524125966	0.548568850540926	0.847188672600152	0.624506397843815	0.789257216636484	0.801692526690097	0.554406840189008	0.381932800613519	0.805808136013952	0.789306420331024	0.67102885094691	0.670774946769735	0.470753298188187	0.706212484532285	high
28	TCGA-C8-A12Z	0.364642075624461	0.696354291850046	0.672532682726526	0.637908387642355	0.767621436000501	0.862913851573075	0.887671840565918	0.802008383220361	0.658585614950789	0.62653700360135	0.394011194973809	0.723208767320989	0.452074465304361	0.797850663572635	0.541278427998334	0.455490966545038	0.76216285192334	0.59227502782765	0.753372545138917	0.726377828474498	0.526018506421716	0.3525756002737	0.79387811503277	0.660940157403026	0.639702174217716	0.597821020757869	0.488148904932479	0.703390003500243	high
29	TCGA-E9-A1QZ	0.723410346470538	0.811242472446998	0.90591313558043	0.679897846453006	0.815555032761962	0.781833262478531	0.955720531669995	0.802151337498375	0.731400546921146	0.745308800467873	0.55414051042329	0.792804909373789	0.717600286880305	0.842324131903158	0.656719067772135	0.689783526531267	0.877781475025696	0.651076479910901	0.834127368213736	0.797891236290462	0.639463107908378	0.395716854112453	0.817577147143937	0.745276569558731	0.703407570259006	0.723031405929006	0.484313009152858	0.752799587080559	low
30	TCGA-AR-A1AS	0.14432940265908	0.633096878865931	0.620698450285625	0.599334235318399	0.781674244703081	0.827623135799368	0.926572213377607	0.815275997934328	0.660243468393399	0.623557855024855	0.455487795932674	0.694780201154399	0.400142490158833	0.825977471852085	0.577313084640284	0.486741730951668	0.821861077441543	0.605524616014626	0.783229906793317	0.721989784651088	0.554101615234041	0.348036215080526	0.792234674618933	0.714208299025227	0.628942613947888	0.608372367046392	0.450763468915756	0.644353690578082	high
31	TCGA-D8-A1JT	0.247838719178283	0.72380534436826	0.70726643826385	0.627154307390083	0.774030008646297	0.777675933476089	0.89712014947659	0.805925921319992	0.693938839831267	0.659258250248983	0.468889190361942	0.738552850598717	0.518229792352179	0.802589569973504	0.537379018721272	0.566560317009657	0.780580452485604	0.621691531323837	0.759995476138856	0.748708824271521	0.565498873475469	0.369267450753144	0.761085108642141	0.71775374878599	0.579578056734669	0.590041681221788	0.470478217038441	0.693701776891504	high
32	TCGA-D8-A1J8	0.497246777968089	0.873462198561802	0.859039876576933	0.667957444211668	0.813673570943849	0.832727341221206	0.947799646820631	0.818352748574729	0.69868798008847	0.747267277531209	0.510081295162313	0.774867878084348	0.614436078213468	0.816111443249827	0.620393324196059	0.572940790591308	0.900807087713817	0.627772475183228	0.788887053668122	0.799489118716422	0.624772451143984	0.518191854389193	0.795620460596481	0.790038551161856	0.691942950375936	0.695242462013974	0.523907426852326	0.757762377038807	low
33	TCGA-E9-A3QA	0.767373672651473	0.857073466422958	0.896810316411652	0.688453742989431	0.799270687012347	0.820370751745719	0.95806837564212	0.808194551221837	0.686403005836894	0.825208886019037	0.472263636583524	0.813534920672424	0.772511228888284	0.809065722878212	0.675201164911841	0.602080090651124	0.944337799299856	0.615460652673576	0.857131107921819	0.816023226969422	0.683415786070255	0.429191837955756	0.852249977257976	0.862725517313829	0.747637765763399	0.744402557217105	0.557245940323985	0.760883461101492	low
34	TCGA-BH-A1ET	0.505104883004615	0.675502312343743	0.771365066805552	0.622653833737546	0.792431845658522	0.813080612530717	0.938013659047577	0.813336525887214	0.671484895567623	0.687401883579608	0.533160872854839	0.689695562073544	0.546789709821072	0.845965489284073	0.589880027300137	0.612064980634228	0.77344146136361	0.572399989691407	0.756041095430278	0.781838195957159	0.55113048415895	0.303241193082231	0.798574629818096	0.664714133256891	0.63604462865416	0.671532604866011	0.496484659050097	0.68812592082597	low
35	TCGA-E2-A153	0.291953978599572	0.640348567735287	0.710907054249447	0.627228862198306	0.796464377896914	0.835243697625776	0.937315685098481	0.87737339086018	0.709173093308645	0.742731280090444	0.519400248252899	0.736933480246355	0.495157502930356	0.813532510708085	0.62475407625025	0.643699508935999	0.871558422327006	0.657794009681742	0.799624619973829	0.814613940725207	0.610758823892393	0.329924585747986	0.816773417355496	0.764419709874907	0.702288475039088	0.669030060724665	0.446355492597258	0.689962023433035	low
36	TCGA-BH-A0EI	0.32154659846986	0.591289580626131	0.630080959789167	0.573974194415291	0.780709238794183	0.869924855429286	0.905350215298764	0.851178736892258	0.687614449554997	0.624973956135289	0.455815655773545	0.71204785786932	0.431072154034209	0.796966392954695	0.567665482980088	0.556915087847222	0.739483096801104	0.581630547972855	0.766226757250789	0.778298407853872	0.501822108402758	0.288544728799072	0.815167916225756	0.670935506833309	0.616145219528624	0.614579940617277	0.413171528662028	0.666979531310723	high
37	TCGA-BH-A0DX	0.486635330827818	0.732575264635509	0.782665672087055	0.655718827509472	0.821608827689405	0.859015424174679	0.978683913378704	0.872564670383013	0.715240693072656	0.734658278244283	0.522739770566112	0.813578584712929	0.535601744824485	0.834151416556547	0.707027870333937	0.676029540358163	0.877944949327017	0.625791821137418	0.834453552365676	0.781686385760655	0.617747934253921	0.385122254962678	0.823086174318219	0.758405769186353	0.712671191739076	0.67951845851321	0.52643780748494	0.705870225628269	low
38	TCGA-E9-A228	0.213213983889029	0.680936116923425	0.682317981855041	0.604693234788709	0.746842443847154	0.814527860371056	0.901949833887042	0.821222749427612	0.676072388463249	0.637652847390142	0.435004794700185	0.770031934835958	0.381752505312467	0.767455074594534	0.578130758129339	0.534933784179094	0.789481861167387	0.608882901789814	0.7913170937198	0.742392676965139	0.525255880460044	0.352547379700898	0.771599837865504	0.748092968926872	0.642212512715756	0.608471060204467	0.470124097473297	0.671065429285602	low
39	TCGA-BH-A0HB	0.516502306430318	0.785363214991139	0.878347181195161	0.622424742996475	0.822504492177593	0.836168844529541	0.950014521184896	0.819971842844559	0.691927771043716	0.723614342026083	0.500941931616481	0.800095641752289	0.595935894562815	0.805160174443152	0.659938409648664	0.667384234606483	0.900963091778138	0.584636305190735	0.827455465952725	0.779340904415397	0.616165444537082	0.388778554862575	0.798590140834312	0.775862610899448	0.694189000416035	0.686075457610419	0.515216378092933	0.700669583862608	low
40	TCGA-A8-A07O	0.47048367802119	0.81166226365833	0.790931562847406	0.693953252126519	0.778262687024831	0.803742036216113	0.919771498561341	0.797679121434562	0.695588981688876	0.716158717045555	0.440008598599514	0.784013936990897	0.521192489115709	0.827427615220243	0.596993860013605	0.467221657723562	0.843043616624759	0.599317278642806	0.821127217089979	0.766225047982845	0.585301645232094	0.392684775475695	0.806165864552133	0.791071485878941	0.663202251846863	0.665661470709773	0.510836102902924	0.741615041201256	high
41	TCGA-A8-A09I	0.491419759906398	0.802363961082875	0.822526995702829	0.666787999869894	0.79108238657698	0.856429457283411	0.946276975556192	0.855439484897128	0.704888203277829	0.732015626193303	0.486705304833857	0.764343533703894	0.650927809221809	0.821794031024367	0.630549862566277	0.563688136701587	0.882512321595854	0.581588762224972	0.779703474378398	0.7643445979572	0.600163225631954	0.499525211276093	0.797914117001643	0.789689449997683	0.69394257997876	0.685600604775772	0.508451747745907	0.696502019239407	high
42	TCGA-AC-A2FB	0.740209379619793	0.811063791243294	0.922576681978301	0.684109799364572	0.824343253201348	0.854176064266764	0.957026187723424	0.840331529774757	0.761459271902223	0.833175247840089	0.571846074465742	0.735107029221495	0.744963926927621	0.861449178009011	0.670524894173041	0.775922101423758	0.927705910091216	0.646323126131597	0.843226712653337	0.81411292113131	0.630486789579879	0.38323304848264	0.839545982590516	0.739357669209405	0.742046722105084	0.715357084011908	0.510473886275819	0.757695422469731	low
43	TCGA-B6-A0RL	0.167532638745798	0.540725544495626	0.576745121066196	0.521305233396105	0.741872876136901	0.814525591898446	0.814632070235765	0.700650980865819	0.586752073094144	0.575944297884425	0.405474968448841	0.655560015246043	0.331350259826826	0.744148073852522	0.440338163669975	0.27771690968221	0.662568167427338	0.561076312147988	0.694290671511454	0.646774290257835	0.431385217863208	0.330323470567464	0.762512124895501	0.521458876218965	0.502776106928388	0.467034105848373	0.372223698943124	0.529377393349429	high
44	TCGA-C8-A1HG	0.629634142299396	0.807579134656853	0.903906050962739	0.638797616703275	0.772238169190627	0.823913620251432	0.931056793567207	0.80970746249504	0.657751271585292	0.73752401059415	0.470892160207814	0.76576799839917	0.668967451207212	0.820591080960086	0.611020632857305	0.572269934707719	0.877265052428007	0.618211292184596	0.788728979557937	0.768599435769989	0.644946833673616	0.240518909799518	0.785767771709455	0.775796356036197	0.715297434308501	0.672283044189698	0.538691226819884	0.722561546669967	low
